Car Name,Year,Selling Price,Kilometer Driven,Fuel Type,Seller Type,Transminssion,Owner,KM Range,Car Age,Price per KM,Condition
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,25–50k,7,7.666633333333333,New
Hyundai EON Magna Plus,2018,245000,30000,Petrol,Individual,Manual,First Owner,25–50k,7,8.166666666666666,New
Mahindra Scorpio S4 4WD,2015,600000,60000,Diesel,Individual,Manual,First Owner,50–75k,10,10.0,Old
Hyundai Grand i10 Sportz,2016,375000,25000,Petrol,Individual,Manual,First Owner,0–25k,9,15.0,New
Mahindra Scorpio 1.99 S10,2015,150000,55000,Diesel,Individual,Manual,Second Owner,50–75k,10,2.727272727272727,Old
Mahindra XUV500 W10 2WD,2018,1450000,20000,Diesel,Individual,Manual,First Owner,0–25k,7,72.5,New
Maruti Ertiga VDI,2014,500000,100000,Diesel,Individual,Manual,Second Owner,75–100k,11,5.0,Old
Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner,25–50k,18,1.875,Old
Hyundai Sonata AT Leather,2006,225000,80000,Petrol,Individual,Automatic,Third Owner,75–100k,19,2.8125,Old
Hyundai Sonata 2.4L AT,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,75–100k,19,3.4375,Old
Mahindra Bolero Power Plus SLX,2018,620000,35000,Diesel,Individual,Manual,First Owner,25–50k,7,17.714285714285715,New
Nissan X-Trail SLX MT,2010,600000,110000,Diesel,Individual,Manual,Second Owner,100–150k,15,5.454545454545454,Old
Mahindra Xylo E8 ABS Airbag BSIV,2011,275000,160000,Diesel,Individual,Manual,First Owner,150–200k,14,1.71875,Old
Tata Indigo TDI,2013,125000,125000,Diesel,Individual,Manual,First Owner,100–150k,12,1.0,Old
Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner,50–75k,14,1.2903225806451613,Old
Nissan Micra Diesel XV,2011,199000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,1.6583333333333334,Old
Nissan Micra XL,2016,440000,33000,Petrol,Individual,Manual,Second Owner,25–50k,9,13.333333333333334,New
Maruti Swift Dzire LDI,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,75–100k,12,3.125,Old
Hyundai i20 1.4 Sportz,2017,700000,35000,Diesel,Individual,Manual,First Owner,25–50k,8,20.0,New
Hyundai Grand i10 CRDi Asta Option,2015,450000,50000,Diesel,Individual,Manual,First Owner,25–50k,10,9.0,Old
Maruti Alto 800 Std Optional,2019,240000,5000,Petrol,Individual,Manual,First Owner,0–25k,6,48.0,New
Hyundai Xcent 1.2 Kappa SX,2016,350000,12000,Petrol,Individual,Manual,First Owner,0–25k,9,29.166666666666668,New
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,81595,Diesel,Dealer,Manual,First Owner,75–100k,9,7.96617439794105,New
Hyundai Getz GLS ABS,2005,71000,22000,Petrol,Individual,Manual,First Owner,0–25k,20,3.227272727272727,Old
Maruti Swift VXI Optional,2015,400000,40000,Petrol,Individual,Manual,First Owner,25–50k,10,10.0,Old
Maruti Alto LXi BSIII,2008,130000,40000,Petrol,Individual,Manual,Second Owner,25–50k,17,3.25,Old
Mahindra Scorpio 2.6 CRDe SLE,2013,300000,70000,Diesel,Individual,Manual,Second Owner,50–75k,12,4.285714285714286,Old
Nissan Kicks XL D BSIV,2019,1100000,4000,Diesel,Individual,Manual,First Owner,0–25k,6,275.0,New
BMW 3 Series 320d Luxury Line,2015,2200000,24000,Diesel,Individual,Automatic,First Owner,0–25k,10,91.66666666666667,Old
Honda Amaze VX i-VTEC,2018,800000,13500,Petrol,Dealer,Manual,First Owner,0–25k,7,59.25925925925926,New
Maruti Ritz VDI (ABS) BS IV,2013,490000,40000,Diesel,Individual,Manual,First Owner,25–50k,12,12.25,Old
Honda Jazz 1.2 VX i VTEC,2018,836000,9700,Petrol,Dealer,Manual,First Owner,0–25k,7,86.18556701030928,New
Volkswagen Polo Petrol Comfortline 1.2L,2012,375000,62000,Petrol,Individual,Manual,Second Owner,50–75k,13,6.048387096774194,Old
Honda BR-V i-DTEC VX MT,2016,1249000,24000,Diesel,Dealer,Manual,First Owner,0–25k,9,52.041666666666664,New
Honda WR-V i-DTEC VX,2019,1240000,13000,Diesel,Dealer,Manual,First Owner,0–25k,6,95.38461538461539,New
Tata Nano Std BSII,2009,35000,50000,Petrol,Individual,Manual,Third Owner,25–50k,16,0.7,Old
Honda BR-V i-VTEC VX MT,2017,1068000,36000,Petrol,Dealer,Manual,First Owner,25–50k,8,29.666666666666668,New
Honda BR-V i-DTEC VX MT,2017,1189000,40000,Diesel,Dealer,Manual,First Owner,25–50k,8,29.725,New
Hyundai Elite i20 Petrol Asta Option,2018,700000,27000,Petrol,Individual,Manual,First Owner,25–50k,7,25.925925925925927,New
Maruti Alto K10 VXI,2016,350000,40000,Petrol,Individual,Manual,First Owner,25–50k,9,8.75,New
Hyundai i10 Magna 1.2,2009,254999,80000,Petrol,Individual,Manual,Second Owner,75–100k,16,3.1874875,Old
Mahindra Scorpio 2.6 CRDe,2005,229999,221000,Diesel,Individual,Manual,Third Owner,200k+,20,1.0407194570135747,Old
Hyundai i20 Asta Option 1.4 CRDi,2016,750000,80000,Diesel,Individual,Manual,First Owner,75–100k,9,9.375,New
Maruti Ritz VDi,2012,325000,119000,Diesel,Individual,Manual,Second Owner,100–150k,13,2.73109243697479,Old
Toyota Innova 2.5 G4 Diesel 7-seater,2009,760000,190000,Diesel,Individual,Manual,Second Owner,150–200k,16,4.0,Old
Maruti Celerio ZXI AT,2017,509999,25000,Petrol,Individual,Automatic,First Owner,0–25k,8,20.39996,New
Nissan Micra XL,2013,363000,28740,Petrol,Individual,Manual,First Owner,25–50k,12,12.630480167014614,Old
Maruti Alto K10 LXI,2010,229999,48500,Petrol,Individual,Manual,First Owner,25–50k,15,4.742247422680412,Old
Nissan Sunny XL,2012,290000,110000,Petrol,Individual,Manual,Second Owner,100–150k,13,2.6363636363636362,Old
Maruti Swift VXI,2018,550000,30000,Petrol,Individual,Manual,First Owner,25–50k,7,18.333333333333332,New
Tata Indica Vista TDI LX,2011,125000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,1.0416666666666667,Old
Volvo XC60 D5 Inscription,2014,2000000,130000,Diesel,Individual,Automatic,First Owner,100–150k,11,15.384615384615385,Old
Toyota Innova 2.5 G4 Diesel 7-seater,2008,350000,140000,Diesel,Individual,Manual,Second Owner,100–150k,17,2.5,Old
Hyundai Verna 1.6 SX CRDi (O),2011,390000,90000,Diesel,Individual,Manual,First Owner,75–100k,14,4.333333333333333,Old
Maruti Wagon R VXI Minor ABS,2010,260000,50000,Petrol,Individual,Manual,First Owner,25–50k,15,5.2,Old
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,50000,Petrol,Individual,Manual,Second Owner,25–50k,17,3.0,Old
Maruti Esteem Vxi - BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner,50–75k,19,1.4166666666666667,Old
Maruti Alto 800 LXI,2015,280000,15000,Petrol,Individual,Manual,Second Owner,0–25k,10,18.666666666666668,Old
Maruti Celerio VXI,2015,220000,45000,Petrol,Individual,Manual,First Owner,25–50k,10,4.888888888888889,Old
Hyundai Santro Xing XG,2005,140000,80000,Petrol,Individual,Manual,Third Owner,75–100k,20,1.75,Old
Maruti Wagon R AMT VXI Option,2018,370000,15000,Petrol,Individual,Automatic,First Owner,0–25k,7,24.666666666666668,New
Maruti Swift Dzire VDI,2019,650000,20000,Diesel,Individual,Manual,First Owner,0–25k,6,32.5,New
Maruti Alto 800 LX,2017,280000,37000,Petrol,Individual,Manual,First Owner,25–50k,8,7.5675675675675675,New
Maruti Swift Dzire VDI,2016,540000,80000,Diesel,Individual,Manual,First Owner,75–100k,9,6.75,New
Ambassador Classic 2000 Dsz,2002,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,100–150k,23,0.4166666666666667,Old
Maruti Ciaz Sigma BSIV,2018,800000,20000,Petrol,Individual,Manual,First Owner,0–25k,7,40.0,New
Ford Figo 1.5D Titanium MT,2016,515000,25000,Diesel,Individual,Manual,First Owner,0–25k,9,20.6,New
Hyundai i20 1.2 Magna,2010,220000,96000,Petrol,Individual,Manual,Third Owner,75–100k,15,2.2916666666666665,Old
Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,50–75k,11,9.722222222222221,Old
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2013,165000,53000,Petrol,Dealer,Manual,First Owner,50–75k,12,3.1132075471698113,Old
Fiat Linea 1.3 Emotion,2010,221000,65000,Diesel,Dealer,Manual,First Owner,50–75k,15,3.4,Old
Chevrolet Beat LT,2015,245000,43000,Petrol,Dealer,Manual,First Owner,25–50k,10,5.6976744186046515,Old
Ford Figo 1.2P Titanium Plus MT,2012,260000,42000,Petrol,Dealer,Manual,First Owner,25–50k,13,6.190476190476191,Old
Skoda Superb Elegance 2.0 TDI CR AT,2011,550000,73000,Diesel,Dealer,Automatic,First Owner,50–75k,14,7.534246575342466,Old
Hyundai Grand i10 1.2 Kappa Era,2015,434999,29000,Petrol,Dealer,Manual,First Owner,25–50k,10,14.99996551724138,Old
Tata Safari Storme EX,2013,450000,95000,Diesel,Dealer,Manual,First Owner,75–100k,12,4.7368421052631575,Old
Chevrolet Sail 1.2 Base,2014,290000,25000,Petrol,Individual,Manual,First Owner,0–25k,11,11.6,Old
Volkswagen Vento 1.0 TSI Highline Plus,2011,305000,53000,Petrol,Dealer,Manual,Second Owner,50–75k,14,5.754716981132075,Old
Ford Classic 1.6 Duratec LXI,2011,265000,20000,Petrol,Dealer,Manual,First Owner,0–25k,14,13.25,Old
Honda Brio 1.2 S MT,2014,325000,57000,Petrol,Dealer,Manual,First Owner,50–75k,11,5.701754385964913,Old
Chevrolet Cruze LTZ,2014,550000,52000,Diesel,Dealer,Manual,First Owner,50–75k,11,10.576923076923077,Old
Maruti Zen Estilo LXI BSIII,2008,105000,40000,Petrol,Individual,Manual,First Owner,25–50k,17,2.625,Old
Honda Brio 1.2 S MT,2012,275000,47000,Petrol,Dealer,Manual,First Owner,25–50k,13,5.851063829787234,Old
Honda City 1.5 V MT,2012,434999,47000,Petrol,Dealer,Manual,Second Owner,25–50k,13,9.255297872340426,Old
Hyundai Verna 1.6 CRDi SX,2016,690000,73000,Diesel,Dealer,Manual,First Owner,50–75k,9,9.452054794520548,New
Honda Brio V MT,2012,249000,42000,Petrol,Dealer,Manual,Second Owner,25–50k,13,5.928571428571429,Old
Hyundai EON D Lite Plus,2012,204999,60000,Petrol,Dealer,Manual,Third Owner,50–75k,13,3.41665,Old
Chevrolet Beat Diesel LT,2012,200000,50000,Diesel,Individual,Manual,First Owner,25–50k,13,4.0,Old
Maruti Wagon R VXI Optional,2015,190000,120000,Petrol,Individual,Manual,First Owner,100–150k,10,1.5833333333333333,Old
Maruti Alto LXi,2012,150000,50000,Petrol,Individual,Manual,First Owner,25–50k,13,3.0,Old
Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,50–75k,26,1.0,Old
Mahindra Bolero Power Plus SLX,2018,900000,25000,Diesel,Individual,Manual,First Owner,0–25k,7,36.0,New
Maruti Ertiga ZXI AT Petrol,2019,950000,11000,Petrol,Individual,Automatic,First Owner,0–25k,6,86.36363636363636,New
Maruti Swift Dzire VXI,2013,475000,80000,Petrol,Individual,Manual,First Owner,75–100k,12,5.9375,Old
Maruti 800 Std,1998,55000,80000,Petrol,Individual,Manual,Fourth & Above Owner,75–100k,27,0.6875,Old
Ford Fiesta Titanium 1.5 TDCi,2013,450000,75000,Diesel,Individual,Manual,Second Owner,50–75k,12,6.0,Old
BMW 5 Series 525d Sedan,2009,1200000,45000,Diesel,Individual,Automatic,Third Owner,25–50k,16,26.666666666666668,Old
Mahindra Bolero SLX,2007,300000,100000,Diesel,Individual,Manual,Second Owner,75–100k,18,3.0,Old
Honda City i DTEC E,2014,350000,60000,Diesel,Individual,Manual,Second Owner,50–75k,11,5.833333333333333,Old
Tata Indica Vista Quadrajet LS,2011,229999,160000,Diesel,Individual,Manual,Second Owner,150–200k,14,1.43749375,Old
Hyundai Creta 1.6 Gamma SX Plus,2015,821000,50000,Petrol,Individual,Manual,First Owner,25–50k,10,16.42,Old
Maruti Alto K10 VXI,2014,200000,80000,Petrol,Individual,Manual,Second Owner,75–100k,11,2.5,Old
Mahindra Scorpio 1.99 S10,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,50–75k,8,16.666666666666668,New
Maruti Alto 800 VXI,2016,220000,60000,Petrol,Individual,Manual,Second Owner,50–75k,9,3.6666666666666665,New
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,148620,Diesel,Dealer,Manual,First Owner,100–150k,10,3.095135244247073,Old
Maruti SX4 ZDI,2012,310000,70000,Diesel,Individual,Manual,Second Owner,50–75k,13,4.428571428571429,Old
Hyundai Elite i20 Diesel Asta Option,2018,815000,42000,Diesel,Individual,Manual,First Owner,25–50k,7,19.404761904761905,New
Hyundai Verna 1.6 CRDI SX Option,2017,1200000,40000,Diesel,Individual,Manual,First Owner,25–50k,8,30.0,New
Chevrolet Optra Magnum 2.0 LT,2011,170000,150000,Diesel,Individual,Manual,Second Owner,100–150k,14,1.1333333333333333,Old
Maruti S-Cross Alpha DDiS 200 SH,2017,1000000,30000,Diesel,Individual,Manual,First Owner,25–50k,8,33.333333333333336,New
Hyundai Santro Xing GLS,2010,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner,75–100k,15,1.7222222222222223,Old
Mahindra TUV 300 T6 Plus,2017,400000,120000,Diesel,Individual,Manual,First Owner,100–150k,8,3.3333333333333335,New
Mahindra Quanto C4,2016,400000,80000,Diesel,Individual,Manual,Second Owner,75–100k,9,5.0,New
Tata Indica Vista Aura 1.3 Quadrajet BSIV,2010,250000,80000,Diesel,Individual,Manual,Second Owner,75–100k,15,3.125,Old
Tata Indigo GLX,2008,150000,50000,Petrol,Individual,Manual,Third Owner,25–50k,17,3.0,Old
Hyundai Santro LP zipPlus,2002,80000,70000,Petrol,Individual,Manual,Second Owner,50–75k,23,1.1428571428571428,Old
Maruti SX4 ZXI AT,2009,130000,120000,Petrol,Individual,Automatic,Second Owner,100–150k,16,1.0833333333333333,Old
Volkswagen Vento 1.5 TDI Comfortline AT,2014,325000,70000,Diesel,Individual,Automatic,First Owner,50–75k,11,4.642857142857143,Old
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,50–75k,13,13.291139240506329,Old
Tata Indica Vista Quadrajet 90 VX,2012,285000,74300,Diesel,Dealer,Manual,First Owner,50–75k,13,3.8358008075370122,Old
Honda City VX MT,2010,350000,48781,Petrol,Dealer,Manual,First Owner,25–50k,15,7.174924663291035,Old
Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,Diesel,Dealer,Automatic,First Owner,75–100k,15,3.3097466331887695,Old
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219,Diesel,Dealer,Automatic,First Owner,25–50k,8,22.12884457594669,New
Honda Jazz VX,2011,385000,11473,Petrol,Dealer,Manual,First Owner,0–25k,14,33.557046979865774,Old
Maruti Eeco 5 Seater AC BSIV,2017,425000,8352,Petrol,Dealer,Manual,First Owner,0–25k,8,50.8860153256705,New
Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745,Petrol,Dealer,Automatic,First Owner,0–25k,8,53.873781426372496,New
Hyundai Grand i10 Asta,2017,550000,9748,Petrol,Dealer,Manual,First Owner,0–25k,8,56.42183011899877,New
Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,Petrol,Dealer,Manual,First Owner,25–50k,13,5.530612244897959,Old
Hyundai Creta 1.6 CRDi SX Option,2018,1490000,20694,Diesel,Dealer,Manual,First Owner,0–25k,7,72.00154634193485,New
Hyundai Grand i10 Asta Option,2015,490000,31080,Petrol,Dealer,Manual,First Owner,25–50k,10,15.765765765765765,Old
Hyundai EON Era Plus,2014,260000,37605,Petrol,Dealer,Manual,First Owner,25–50k,11,6.913974205557771,Old
Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850,Diesel,Dealer,Manual,First Owner,50–75k,11,8.146821844225604,Old
Tata Nano Lx BSIV,2010,75000,58850,Petrol,Dealer,Manual,First Owner,50–75k,15,1.274426508071368,Old
Toyota Etios Cross 1.2L G,2015,421000,23839,Petrol,Dealer,Manual,First Owner,0–25k,10,17.66013675070263,Old
Maruti Swift DDiS LDI,2016,550000,54000,Diesel,Dealer,Manual,First Owner,50–75k,9,10.185185185185185,New
Hyundai i10 Sportz 1.2 AT,2013,330000,38000,Petrol,Dealer,Automatic,First Owner,25–50k,12,8.68421052631579,Old
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,Diesel,Dealer,Manual,First Owner,25–50k,13,8.580102961235534,Old
Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957,Diesel,Dealer,Automatic,First Owner,25–50k,10,12.756351555678599,Old
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,738000,8000,Petrol,Individual,Automatic,First Owner,0–25k,6,92.25,New
Maruti Alto K10 VXI,2016,300000,30000,Petrol,Individual,Manual,First Owner,25–50k,9,10.0,New
Tata Indica Vista Quadrajet LX,2012,150000,110000,Diesel,Individual,Manual,First Owner,100–150k,13,1.3636363636363635,Old
Toyota Innova 2.5 G4 Diesel 7-seater,2007,440000,223000,Diesel,Individual,Manual,Fourth & Above Owner,200k+,18,1.9730941704035874,Old
Volkswagen Vento IPL II Diesel Trendline,2011,280000,110000,Diesel,Individual,Manual,First Owner,100–150k,14,2.5454545454545454,Old
Hyundai Santro GS,2006,100000,120000,Petrol,Individual,Manual,Second Owner,100–150k,19,0.8333333333333334,Old
Maruti Swift VXi BSIV,2008,150000,100000,Petrol,Individual,Manual,Second Owner,75–100k,17,1.5,Old
Maruti Swift Dzire VDI,2014,380000,100000,Diesel,Individual,Manual,Second Owner,75–100k,11,3.8,Old
Maruti Alto LX,2006,90000,60000,Petrol,Individual,Manual,Second Owner,50–75k,19,1.5,Old
Mahindra Scorpio VLS 2.2 mHawk,2008,300000,270000,Diesel,Individual,Manual,Third Owner,200k+,17,1.1111111111111112,Old
Skoda Fabia 1.2 TDI Active,2011,275000,60000,Diesel,Individual,Manual,Second Owner,50–75k,14,4.583333333333333,Old
Maruti Zen Estilo Sports,2009,180000,41090,Petrol,Individual,Manual,First Owner,25–50k,16,4.380627889997566,Old
Maruti Swift VDI,2012,225000,296823,Diesel,Individual,Manual,First Owner,200k+,13,0.7580275113451451,Old
Maruti Alto 800 LXI,2014,200000,40000,Petrol,Individual,Manual,First Owner,25–50k,11,5.0,Old
Toyota Corolla Altis G,2011,500000,40000,Petrol,Individual,Manual,Second Owner,25–50k,14,12.5,Old
Ford Fiesta 1.6 Duratec S,2010,300000,70000,Petrol,Individual,Manual,Second Owner,50–75k,15,4.285714285714286,Old
Hyundai Verna 1.6 CRDi SX,2015,765000,80000,Diesel,Individual,Manual,Second Owner,75–100k,10,9.5625,Old
Maruti Swift Dzire VDI,2017,650000,90000,Diesel,Individual,Manual,First Owner,75–100k,8,7.222222222222222,New
Maruti Wagon R VXI Plus Optional,2017,380000,19000,Petrol,Individual,Manual,First Owner,0–25k,8,20.0,New
Maruti Swift Dzire VDI,2014,480000,110000,Diesel,Individual,Manual,Second Owner,100–150k,11,4.363636363636363,Old
Mahindra Jeep MM 540,1996,200000,60000,Diesel,Individual,Manual,First Owner,50–75k,29,3.3333333333333335,Old
Maruti Wagon R VXI Plus Optional,2017,380000,19000,Petrol,Individual,Manual,First Owner,0–25k,8,20.0,New
Maruti Zen Estilo LXI Green (CNG),2010,145000,68000,CNG,Individual,Manual,Second Owner,50–75k,15,2.1323529411764706,Old
Maruti Ritz VDi,2011,280000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,2.3333333333333335,Old
Maruti Swift Dzire VDI,2014,254999,30000,Diesel,Individual,Manual,First Owner,25–50k,11,8.499966666666667,Old
Tata Bolt Revotron XE,2016,300000,90000,Petrol,Individual,Manual,Second Owner,75–100k,9,3.3333333333333335,New
Maruti Swift VDI BSIV,2015,480000,140000,Diesel,Individual,Manual,Third Owner,100–150k,10,3.4285714285714284,Old
Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,2017,850000,44500,Petrol,Individual,Automatic,First Owner,25–50k,8,19.10112359550562,New
Hyundai i20 Asta 1.4 CRDi,2014,350000,52000,Diesel,Individual,Manual,Second Owner,50–75k,11,6.730769230769231,Old
Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,25–50k,9,25.0,New
Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,25–50k,9,25.0,New
Tata New Safari 4X2,2007,550000,80000,Petrol,Individual,Manual,Second Owner,75–100k,18,6.875,Old
Maruti Celerio VXI,2015,300000,35000,Petrol,Individual,Manual,First Owner,25–50k,10,8.571428571428571,Old
Maruti Swift 1.3 VXi,2008,150000,60000,Petrol,Individual,Manual,Second Owner,50–75k,17,2.5,Old
Hyundai Grand i10 Sportz,2014,300000,120000,Petrol,Individual,Manual,First Owner,100–150k,11,2.5,Old
Hyundai Santro Xing XG,2004,80000,58000,Petrol,Individual,Manual,First Owner,50–75k,21,1.3793103448275863,Old
Tata Manza Club Class Quadrajet90 LS,2014,200000,100000,Diesel,Individual,Manual,First Owner,75–100k,11,2.0,Old
Hyundai EON Magna Plus,2016,220000,43700,Petrol,Individual,Manual,First Owner,25–50k,9,5.034324942791762,New
Tata Indica GLS BS IV,2009,68000,120000,Petrol,Individual,Manual,Second Owner,100–150k,16,0.5666666666666667,Old
Tata Manza ELAN Quadrajet BS IV,2011,180000,80000,Diesel,Individual,Manual,Third Owner,75–100k,14,2.25,Old
Hyundai EON Era Plus,2017,290000,20000,Petrol,Individual,Manual,First Owner,0–25k,8,14.5,New
Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,0–25k,7,12.0,New
Honda City i DTec SV,2014,600000,27483,Diesel,Dealer,Manual,First Owner,25–50k,11,21.831677764436197,Old
Maruti Swift LXI,2019,470000,8000,Petrol,Individual,Manual,First Owner,0–25k,6,58.75,New
Hyundai i10 Sportz 1.2,2008,150000,30000,Petrol,Individual,Manual,First Owner,25–50k,17,5.0,Old
Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,25–50k,8,13.333333333333334,New
